ufo_id,location
11578,"['Summerfield', ' (approx.1/2 mile west of)', ' IL', ' USA']"
11584,"['Hawkinsville (3 miles north', ' 100 miles south Atlanta)', ' GA', ' USA']"
11594,"['Washington', ' D.C.', ' DC', ' USA']"
11624,"['Darwin (NT', ' Australia)', ' NT', ' Australia']"
11637,"['Rome (Vatican Square', ' Vatican City', ' on CNN live telecast)', ' Italy']"
11642,"['Mt Roskill', ' Auckland', ' North Island (New Zealand)', ' New Zealand']"
11673,"['Deming (I-10 NEAR', ' RT 11)', ' NM', ' USA']"
11684,"['Rock Spings', ' 2miles west of', ' WY', ' USA']"
11690,"['Fulton (N.of Fulton', ' 1/4 mile from HWY 54.)', ' MO', ' USA']"
11703,"['Charlesbourg (XXèm Rue ouest', ' Québec)', ' CA', ' USA']"
11756,"['Hagerstown (sww of', ' on I81', ' Intersect.I70 & I81)', ' MD', ' USA']"
11776,"['Becker (approx. 5 miles W of', ' on Hwy 10 towards St. Cloud)', ' MN', ' USA']"
11782,"['Oak Brook Terrace', ' Dorathy Drennon Park in', ' IL', ' USA']"
11844,"['West Virginia (Interstate 81', ' near PA border)', ' WV', ' USA']"
11849,"['Gorman (15 miles north of', ' I-5)', ' CA', ' USA']"
11874,"['Kincheloe Air Force Base', ' Michigan', ' MI', ' USA']"
11900,"['Blyth (1hr outside of', ' before Tonopah', ' NV)', ' AZ', ' USA']"
11933,"['Avon Park (N of', ' to as far S of L. Placid)', ' FL', ' USA']"
11944,"['Eastern border (West of', ' on I-70)', ' UT', ' USA']"
11946,"['Prescott (National Forest)', ' 40 miles north-west of', ' AZ', ' USA']"
12116,"['Tallahassee (Williams and St. Joe Sts.', ' )', ' FL', ' USA']"
12198,"['Washington', ' D.C.', ' DC', ' USA']"
12244,"['Miami (2 hrs. out of', ' on I-95', ' Milemarker 117)', ' FL', ' USA']"
12281,"['Columbus (20 miles north of', ' RT 71 southbound)', ' OH', ' USA']"
12288,"['Vancouver Island (over', ' viewed by me and others) (Canada)', ' BC', ' Canada']"
12390,"['Gold Bar/Index (near', ' F S 62 off HWY 2)', ' WA', ' USA']"
12396,"['Pasadena (I-5', ' desert', ' north of; south of Gorman)', ' CA', ' USA']"
12432,"['Bodmin Moor', ' Caradon Hill', ' Cornwall (UK/England)', ' United Kingdom']"
12484,"['Phoenix (south of', ' I-10', ' milepost 184)', ' AZ', ' USA']"
12521,"['Carnation (on Tolt River', ' Cascade Mts.)', ' WA', ' USA']"
12541,"['Seagoville (City of', ' and Dallas City)', ' TX', ' USA']"
12559,"['Des Moines--4 blocks east of the Marina', ' Wash', ' WA', ' USA']"
12584,"['Garrafon', ' Isla Mujeres', ' Yucatan (Light House) (Mexico)', ' Mexico']"
12618,"['Austin/Eureka (near', ' on US Hiway 50)', ' NV', ' USA']"
12635,"['Everglades (I-75', ' MM 60)', ' FL', ' USA']"
12708,"['Palmetto (just east of', ' off I-85)', ' GA', ' USA']"
13147,"['Neb.-Mo. Line (near', ' I-29 southbound)', ' MO', ' USA']"
13314,"['Thermal (near', ' Torres Martinez Indian Reservation)', ' CA', ' USA']"
13500,"['Kingman (desert', ' out of)', ' AZ', ' USA']"
